INFO 2020-06-16 20:35:20,001 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-06-20 11:26:41,196 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:41,197 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:41,602 basehttp 157 "GET / HTTP/1.1" 200 9619
WARNING 2020-06-20 11:26:41,717 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:41,722 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:42,030 basehttp 157 "GET / HTTP/1.1" 200 9619
WARNING 2020-06-20 11:26:42,159 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:42,165 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:54,019 basehttp 157 "GET / HTTP/1.1" 200 9617
WARNING 2020-06-20 11:26:54,321 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:54,326 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:27:23,028 basehttp 157 "GET / HTTP/1.1" 200 9619
WARNING 2020-06-20 11:27:23,200 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:27:23,203 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:28:10,641 basehttp 157 "GET / HTTP/1.1" 200 9617
WARNING 2020-06-20 11:28:10,910 log 228 Not Found: /public/gdbox/demo/imgs/demo.jpeg
WARNING 2020-06-20 11:28:10,913 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:28:10,914 basehttp 157 "GET /public/gdbox/demo/imgs/demo.jpeg HTTP/1.1" 404 2253
WARNING 2020-06-20 11:28:10,915 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:28:23,119 basehttp 157 "GET / HTTP/1.1" 200 9584
WARNING 2020-06-20 11:28:23,269 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:28:23,274 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:28:24,111 basehttp 157 "GET / HTTP/1.1" 200 9584
WARNING 2020-06-20 11:28:24,212 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:28:24,222 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:29:26,414 basehttp 157 "GET / HTTP/1.1" 200 9609
WARNING 2020-06-20 11:29:26,577 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:29:26,587 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:30:38,456 basehttp 157 "GET / HTTP/1.1" 200 9661
WARNING 2020-06-20 11:30:38,602 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:30:38,603 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:35:58,624 basehttp 157 "GET / HTTP/1.1" 200 9868
WARNING 2020-06-20 11:35:58,795 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:35:58,796 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:36:16,726 basehttp 157 "GET / HTTP/1.1" 200 9869
WARNING 2020-06-20 11:36:16,844 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:36:16,845 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:38:25,096 basehttp 157 "GET / HTTP/1.1" 200 10047
WARNING 2020-06-20 11:38:25,287 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:38:25,292 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:39:43,998 basehttp 157 "GET / HTTP/1.1" 200 10074
WARNING 2020-06-20 11:39:44,304 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:39:44,306 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:40:22,116 basehttp 157 "GET / HTTP/1.1" 200 10067
WARNING 2020-06-20 11:40:22,559 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:40:22,587 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:41:24,948 basehttp 157 "GET / HTTP/1.1" 200 10074
WARNING 2020-06-20 11:41:25,255 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:41:25,257 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:42:50,848 basehttp 157 "GET / HTTP/1.1" 200 10076
WARNING 2020-06-20 11:42:51,059 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:42:51,060 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:44:28,055 basehttp 157 "GET / HTTP/1.1" 200 9927
WARNING 2020-06-20 11:44:28,280 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:44:28,281 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:44:39,163 basehttp 157 "GET / HTTP/1.1" 200 9927
WARNING 2020-06-20 11:44:39,363 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:44:39,365 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:52:57,042 basehttp 157 "GET / HTTP/1.1" 200 10095
WARNING 2020-06-20 11:52:57,437 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:52:57,444 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:58:13,901 basehttp 157 "GET / HTTP/1.1" 200 10110
WARNING 2020-06-20 11:58:14,305 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:58:14,308 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 16:10:32,378 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py changed, reloading.
INFO 2020-06-20 16:10:33,749 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 16:15:18,134 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py changed, reloading.
INFO 2020-06-20 16:15:19,340 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 16:18:23,059 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotation\urls.py changed, reloading.
INFO 2020-06-20 16:18:25,164 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 16:27:02,956 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py changed, reloading.
INFO 2020-06-20 16:27:04,209 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 16:28:27,378 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotation\urls.py changed, reloading.
INFO 2020-06-20 16:28:28,821 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 16:47:03,174 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotation\urls.py changed, reloading.
INFO 2020-06-20 16:47:05,239 autoreload 598 Watching for file changes with StatReloader
ERROR 2020-06-20 16:47:32,545 log 228 Internal Server Error: /
Traceback (most recent call last):
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py", line 17, in showIndex
    return render(request, 'index.html')
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\shortcuts.py", line 19, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\loader.py", line 62, in render_to_string
    return template.render(context, request)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\backends\django.py", line 61, in render
    return self.template.render(context)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\base.py", line 171, in render
    return self._render(context)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\base.py", line 163, in _render
